FID,FACILITYID,FACLAT,FATLONG,FATNAME,ExI,noisef,Soundlvl,remoteness,lux,Lightness,Miles,,,
16216,249828,38.7744,-78.4075,Moody Boat Launch,1.19695,0.04,1,1,10,0,1.03,,,
16547,250178,30.2394,-82.4327,Ocean Pond Campground,1.70662,0.05,1,1,8,0,1.03,,,
1938,233338,21.36777778,-157.9527778,PEARL HARBOR HISTORIC SITES (USS Arizona),0,0,0,1,236,2,1.02,,,
2128,233531,34.23166667,-93.69361111,KIRBY LANDING,1.15788,0.04,1,1,8,0,1.02,,,
2367,233772,37.825,-119.8611111,DIMOND O,1.74439,0.05,1,1,6,0,1.02,,,
3130,234540,39.62361111,-120.6122222,SALMON CREEK,4.22726,0.13,2,1,7,0,1.02,,,
4836,236650,40.926022,-109.437519,Mustang Ridge Amphitheater,2.75328,0.09,2,1,148,1,1.02,,,
6301,238423,40.89081922,-122.7692123,Bowerman Public Boat Ramp,1.03304,0.03,1,1,13,0,1.02,,,
7218,239548,43.913689,-71.258287,Ferncroft Trailhead,0.86998,0.03,1,1,9,0,1.02,,,
7984,240402,44.94504,-109.71377,Lily Lake Camping Area,1.45217,0.05,1,1,11,0,1.02,,,
9200,241692,34.30001111,-110.1573639,Ghost Of The Coyote Trailhead,4.4434,0.14,2,1,19,0,1.02,,,
10937,243646,37.25048,-119.17933,Bear Cove Picnic Site,1.61572,0.05,1,1,8,0,1.02,,,
13356,246412,35.101632,-106.479197,Embudo Trailhead,10.78416,0.34,3,1,212,2,1.02,,,
13555,246833,39.37573208,-83.00650501,Mound City Group Visitor Center,12.41887,0.39,3,1,226,2,1.02,,,
16287,249901,37.774166,-79.888885,Low Moor Shooting Range,1.74694,0.05,1,1,16,0,1.02,,,
17270,250921,44.4291,-122.031,Crescent Mountain South Trailhead,2.10756,0.07,2,1,8,0,1.02,,,
2009,233410,37.6075,-86.45361111,LAUREL BRANCH,3.20285,0.1,2,1,96,1,1.01,,,
2150,233553,41.00694444,-80.99805556,MILL CREEK CAMPING,5.82834,0.18,2,1,80,1,1.01,,,
3223,234633,40.15605278,-122.2040694,SYCAMORE GROVE CAMPGROUND,5.56636,0.17,2,1,70,1,1.01,,,
4744,236548,38.798733,-120.080268,Sierra At Tahoe,4.86617,0.15,2,1,11,0,1.01,,,
9100,241592,34.26815,-110.0735056,Fool Hollow Day Use Area Group Picnic Site,8.55488,0.27,3,1,18,0,1.01,,,
11533,244302,44.576867,-122.894336,Marion Lake Trailhead,5.11426,0.16,2,1,82,1,1.01,,,
11640,244416,44.233535,-85.502801,Hemlock Campground,3.93335,0.12,2,1,48,0,1.01,,,
17469,251120,40.389975,-76.03211667,BLUE MARSH LAKE (DRY BROOKS DAY USE AREA),7.21387,0.23,3,1,202,2,1.01,,,
17666,251317,43.626,-122.187,Devil's Garden Trailhead,0.3664,0.01,0,1,7,0,1.01,,,
1506,232904,38.61666667,-82.63305556,OAK HILL - LAKE VESUVIUS,1.03456,0.03,1,1,17,0,1,,,
2706,234114,39.39416667,-120.1055556,BOCA CAMPGROUND,2.65351,0.08,2,1,14,0,1,,,
3498,234915,46.25921,-112.36281,Mormon Gulch Campground and Picnic Area,4.16591,0.13,2,1,7,0,1,,,
4573,236273,55.344667,-131.606111,Deer Mountain Trailhead,0,0,0,1,112,1,1,,,
5265,237105,44.39524,-121.6482,Black Butte Trailhead,0.51161,0.02,0,1,10,0,1,,,
9074,241563,33.26771667,-109.3403917,Lower Juan Miller Campground,1.15946,0.04,1,1,15,0,1,,,
9108,241600,34.31988889,-110.9422111,Old Rim Trailhead,2.64827,0.08,2,1,11,0,1,,,
12205,245084,34.7008222,-94.6233,Kerr Memorial Arboretum,2.34723,0.07,2,1,7,0,1,,,
12560,245538,38.1694,-120.0713,Fraser Flat Campground,3.0681,0.1,2,1,8,0,1,,,
14197,247694,48.894039,-121.652566,Nooksack Cirque Trailhead,1.68916,0.05,1,1,8,0,1,,,
17668,251319,43.621,-122.045,Marilyn Lakes Trailhead,0.67907,0.02,0,1,8,0,1,,,
2445,233850,47.50333333,-94.06361111,WILLIAMS NARROWS,2.24512,0.07,2,1,8,0,0.99,,,
4410,235988,45.26715,-121.738361,Trillium Lake Day Use/Picnic Area,2.62075,0.08,2,1,6,0,0.99,,,
7370,239716,38.6851,-120.0282,Mokelumne Wilderness,0.28415,0.01,0,1,15,0,0.99,,,
7452,239812,38.6206,-82.635,Two Point Group Campground,0.44755,0.01,0,1,17,0,0.99,,,
8108,240538,36.547339,-82.047768,South Holston Lake,0.06409,0,0,1,55,1,0.99,,,
11912,244724,37.11509987,-101.9147998,Point of Rocks Ponds,1.53461,0.05,1,1,18,0,0.99,,,
16385,250015,38.85916667,-77.02277778,HAINS POINT PICNIC AREA (East Potomac Park),11.24218,0.35,3,1,242,2,0.99,,,
369,224296,36.06213,-93.15972,OZARK PAVILION (AR),0.61764,0.02,0,1,10,0,0.98,,,
1413,232811,37.2525,-119.1769444,CATAVEE,3.69889,0.12,2,1,13,0,0.98,,,
1722,233120,36.06213056,-93.15972222,OZARK PAVILION,0.61764,0.02,0,1,10,0,0.98,,,
5918,237991,34.547371,-111.888303,Copper Canyon Trailhead,7.00541,0.22,3,1,31,0,0.98,,,
8377,240832,32.9218,-105.507835,Mayhill Lookout,1.6002,0.05,1,1,16,0,0.98,,,
10490,243122,44.78388481,-107.5292648,Burgess Picnic Site,2.775,0.09,2,1,11,0,0.98,,,
11384,244115,44.49444246,-121.9834122,Big Meadows Horse Camp,2.94924,0.09,2,1,8,0,0.98,,,
12337,245237,43.805288,-114.42056,Murdock Campground,2.6055,0.08,2,1,15,0,0.98,,,
17311,250962,44.49444246,-121.9834122,Big Meadows Horse Camp Trailhead,2.94924,0.09,2,1,8,0,0.98,,,
269,203846,29.18611111,-99.83222222,Uvalde National Fish Hatchery,8.20839,0.26,3,1,90,1,0.97,,,
975,232365,44.2,-103.6694444,ROUBAIX LAKE,1.74567,0.05,1,1,10,0,0.97,,,
1265,232661,37.05718056,-88.11244444,OLD KUTTAWA,7.7034,0.24,3,1,69,1,0.97,,,
1989,233390,35.88666667,-106.6461111,SAN ANTONIO CAMPGROUND,3.26651,0.1,2,1,14,0,0.97,,,
2073,233476,41.945,-71.9,West Thompson Lake Campground,4.08853,0.13,2,1,179,2,0.97,,,
3169,234579,43.44777778,-124.2622222,BLUEBILL CAMPGROUND,1.95764,0.06,1,1,28,0,0.97,,,
3336,234748,36.93194444,-84.78,MILL SPRINGS MILL SHELTER,7.13543,0.22,3,1,174,2,0.97,,,
6727,238892,47.4606969,-123.8604252,Quinault Rain Forest Trailhead,0.1433,0,0,1,9,0,0.97,,,
7453,239813,38.60574,-82.62957,Lake Vesuvius Picnic Areas - Furnace Shelter,1.97759,0.06,1,1,92,1,0.97,,,
10633,243274,34.392786,-117.726685,Northshore Fishing Site Fishing Site,8.09287,0.25,3,1,17,0,0.97,,,
10801,243461,43.801515,-124.128246,Tahkenitch Area,0,0,0,1,7,0,0.97,,,
12101,244966,39.47491516,-105.6849143,Geneva Creek Picnic Area,1.94733,0.06,1,1,10,0,0.97,,,
16294,249908,36.9772,-82.5756,Clinch Ranger District,13.34169,0.42,3,1,237,2,0.97,,,
439,231828,39.9954,-78.5093,Omni Bedford Springs Resort & Spa,9.36935,0.29,3,1,14,0,0.96,,,
489,231879,37.51638889,-107.8,CHRIS PARK,1.56696,0.05,1,1,13,0,0.96,,,
1415,232813,37.25194444,-119.1769444,DEER CREEK,3.69889,0.12,2,1,8,0,0.96,,,
2499,233904,39.24444444,-83.35277778,PAINT CREEK DAM SITE,3.2786,0.1,2,1,59,1,0.96,,,
2768,234176,42.900275,-71.99238056,Edward MacDowell Lake Day Use Facilities,0.74478,0.02,0,1,22,0,0.96,,,
3524,234941,46.231108,-113.268137,Echo Lake Picnic Area,5.13475,0.16,2,1,7,0,0.96,,,
3827,235284,48.87894475,-121.9114122,Glacier Creek Sno-Park,2.66793,0.08,2,1,6,0,0.96,,,
9644,242186,47.327938,-120.551689,Tronsen Ridge ORV Trailhead,2.81906,0.09,2,1,8,0,0.96,,,
10672,243313,34.391685,-117.721881,Mescal Picnic Site,7.12878,0.22,3,1,17,0,0.96,,,
10716,243358,34.297063,-118.028632,Vetter Mountain Lookout Interp Site,4.00117,0.13,2,1,20,0,0.96,,,
10795,243453,43.88108,-124.149508,Siltcoos Sand Camping Access,2.53503,0.08,2,1,7,0,0.96,,,
10854,243528,37.26713611,-119.1530361,Potter Pass Trailhead,2.46833,0.08,2,1,10,0,0.96,,,
11564,244333,44.518491,-84.147694,Crater Lake Fishing Access,1.88155,0.06,1,1,22,0,0.96,,,
11641,244417,44.232153,-85.503651,Hemlock Boat Launch,3.93335,0.12,2,1,48,0,0.96,,,
17248,250899,44.385157,-122.353466,Gordon Lakes Trailhead West,1.25039,0.04,1,1,6,0,0.96,,,
164,203163,33.6764,-112.238,Challenger Learning Center of Arizona,24.88213,0.78,3,1,248,2,0.95,,,
429,231818,35.1924,-79.471,Pinehurst Resort,11.35571,0.35,3,1,199,2,0.95,,,
1064,232454,40.6475,-122.5530556,Whiskey Creek Group Picnic Area (Whiskeytown NRA),0.55134,0.02,0,1,9,0,0.95,,,
1187,232578,34.30818333,-83.93131667,DUCKETT MILL,6.83499,0.21,3,1,119,1,0.95,,,
2583,233988,46.63111111,-121.2666667,CLEAR LAKE GROUP SITE,2.36907,0.07,2,1,8,0,0.95,,,
3047,234456,35.4222,-111.7378889,KENDRICK CABIN,0.40347,0.01,0,1,16,0,0.95,,,
4673,236433,57.134607,-135.367316,Starrigavan Rec Area Picnic Site,0,0,0,1,6,0,0.95,,,
8346,240801,32.975605,-105.723941,Silver Overflow Campground,5.21523,0.16,2,1,10,0,0.95,,,
10138,242741,36.71166667,-118.8566667,Western Big Meadow Road Camping Area,0.89738,0.03,1,1,15,0,0.95,,,
10640,243281,34.327819,-117.831134,Windy Gap Trailhead,3.81226,0.12,2,1,17,0,0.95,,,
15910,249515,47.606,-93.652,Marcell Area,0,0,0,1,8,0,0.95,,,
16075,249680,33.669652,-116.697594,Lake Hemet Day Use Area,3.76296,0.12,2,1,10,0,0.95,,,
16149,249754,34.208045,-117.042983,National Children's Forest,3.09336,0.1,2,1,16,0,0.95,,,
865,232255,33.27166667,-89.14361111,CHOCTAW LAKE,1.5642,0.05,1,1,8,0,0.94,,,
1189,232580,30.71805556,-84.85111111,EASTBANK,6.48587,0.2,2,1,235,2,0.94,,,
1313,232710,35.34111111,-94.29694444,SPRINGHILL,10.33459,0.32,3,1,192,2,0.94,,,
1954,233354,38.71083333,-77.02916667,Fort Washington Park Day Use Facilities,7.61922,0.24,3,1,217,2,0.94,,,
2072,233475,38.03527778,-88.9425,DALE MILLER YOUTH,8.59919,0.27,3,1,125,1,0.94,,,
3119,234529,36.7,-112.2097222,JACOB LAKE RECREATION AREA,0.79732,0.02,0,1,14,0,0.94,,,
3129,234539,39.61888889,-120.6175,SARDINE LAKE,3.23634,0.1,2,1,8,0,0.94,,,
5869,237941,34.53596329,-112.3864065,Lynx Creek Ruin Trailhead,3.97968,0.12,2,1,123,1,0.94,,,
6371,238495,46.28559,-122.25309,South Coldwater Trailhead,3.01426,0.09,2,1,13,0,0.94,,,
6670,238835,34.8854,-111.742351,Midgley Bridge Observation Site,4.43358,0.14,2,1,16,0,0.94,,,
8340,240795,32.944034,-105.744005,Deerhead Campground,5.98087,0.19,2,1,64,1,0.94,,,
10554,243191,34.17576285,-87.27697923,Natural Bridge Picnic Area,0.048,0,0,1,30,0,0.94,,,
10598,243236,34.342777,-118.01,Horse Flats Campground,3.56246,0.11,2,1,27,0,0.94,,,
12596,245575,38.19654,-119.98562,Pinecrest Day Use,1.35273,0.04,1,1,6,0,0.94,,,
143,202935,35.1506,-88.32,Shiloh National Cemetery,1.45165,0.05,1,1,20,0,0.93,,,
1059,232449,37.74194444,-119.5655556,NORTH PINES,4.10372,0.13,2,1,8,0,0.93,,,
1224,232617,33.665925,-82.22929722,LAKE SPRINGS,2.11062,0.07,2,1,54,1,0.93,,,
3141,234551,40.40401944,-106.6235167,DUMONT CAMPGROUND,2.20577,0.07,2,1,12,0,0.93,,,
8172,240608,35.246913,-84.54046,Gee Creek Falls Hike,0.42803,0.01,0,1,13,0,0.93,,,
9673,242216,48.556636,-120.654685,Cutthroat Trailhead,1.63003,0.05,1,1,15,0,0.93,,,
12435,245355,37.518,-112.774,Spruces Campground,1.99423,0.06,1,1,9,0,0.93,,,
16094,249699,34.272249,-117.466059,Lost Lake Day Use Area,6.37064,0.2,2,1,41,0,0.93,,,
17414,251065,45.845686,-110.902108,Upper & Lower South Fork Brackett,2.25993,0.07,2,1,8,0,0.93,,,
287,203865,48.2017,-114.1162,Creston National Fish Hatchery,6.23053,0.19,2,1,133,1,0.92,,,
1159,232550,34.09722222,-84.68055556,CLARK CREEK NORTH,8.93325,0.28,3,1,218,2,0.92,,,
1327,232724,34.70444444,-82.83444444,TWELVE MILE,8.53826,0.27,3,1,178,2,0.92,,,
2137,233540,34.16666667,-95.125,LITTLE RIVER PARK,1.81592,0.06,1,1,72,1,0.92,,,
2374,233779,38.18265,-120.8030556,OAK KNOLL CAMPGROUND,3.04429,0.1,2,1,23,0,0.92,,,
3134,234544,39.56638889,-120.5991667,WILD PLUM,2.06278,0.06,1,1,7,0,0.92,,,
3884,235350,47.729537,-121.20683,Iron Goat/Martin Creek Trailhead,2.01666,0.06,1,1,6,0,0.92,,,
6153,238244,46.752351,-88.940446,Courtney Lake Campground,0.55243,0.02,0,1,8,0,0.92,,,
15922,249527,47.364,-94.257,Richards Townsite Boating,1.29257,0.04,1,1,5,0,0.92,,,
17646,251297,43.8146,-122.552,Cloverpatch Trailhead,0,0,0,1,8,0,0.92,,,
887,232277,43.32777778,-111.215,CALAMITY,4.48802,0.14,2,1,8,0,0.91,,,
1057,232447,37.73611111,-119.5625,UPPER PINES,5.26385,0.16,2,1,8,0,0.91,,,
1207,232600,33.10388889,-97.04333333,HICKORY CREEK,9.90979,0.31,3,1,174,2,0.91,,,
2868,234276,44.37111111,-115.1258333,CAPE HORN WINTER RENTAL,4.33428,0.14,2,1,13,0,0.91,,,
7455,239815,38.60549,-82.6307,Lake Vesuvius - Roadside Picnic Area (not shelter),2.90496,0.09,2,1,92,1,0.91,,,
9595,242135,47.6714,-120.755,Hatchery Creek Trailhead,0,0,0,1,11,0,0.91,,,
10669,243310,34.392004,-117.727416,Jackson Lake Picnic Site,6.32757,0.2,2,1,17,0,0.91,,,
2184,233587,45.93166667,-119.3483333,Plymouth Park,7.64836,0.24,3,1,47,0,0.9,,,
2520,233925,44.78055556,-107.5330556,NORTH TONGUE,5.06943,0.16,2,1,11,0,0.9,,,
10608,243246,34.389624,-117.718706,Peavine Campground,6.1722,0.19,2,1,17,0,0.9,,,
16146,249751,34.242901,-117.275233,Lake Gregory County Regional Park,10.53896,0.33,3,1,101,1,0.9,,,
83,202162,37.22167,-113.40331,Red Cliffs Campground,6.30812,0.2,2,1,40,0,0.89,,,
282,203859,36.05680084,-76.62969971,Edenton National Fish Hatchery,8.94288,0.28,3,1,231,2,0.89,,,
379,227765,33.58997,-114.52343,Ehrenberg Sandbowl,7.33256,0.23,3,1,26,0,0.89,,,
1036,232426,41.25,-105.425,POLE CREEK CAMPGROUND,1.65475,0.05,1,1,10,0,0.89,,,
1278,232674,33.29861111,-94.16805556,PINEY POINT,3.27048,0.1,2,1,33,0,0.89,,,
1868,233268,37.44472222,-106.9030556,WEST FORK CAMPGROUND,2.15084,0.07,2,1,10,0,0.89,,,
2907,234316,40.66722222,-109.5186111,COLTON GUARD STATION,1.5126,0.05,1,1,15,0,0.89,,,
3438,234852,47.1869,-113.51413,River Point Campground,2.04621,0.06,1,1,38,0,0.89,,,
3439,234853,47.19155,-113.51951,Seeley Lake Campground,1.65271,0.05,1,1,7,0,0.89,,,
3500,234917,45.84567,-112.3666,Toll Mountain Campground and Picnic Area,1.38176,0.04,1,1,15,0,0.89,,,
7865,240264,33.54886,-83.300169,Swords Recreation Area,2.16457,0.07,2,1,44,0,0.89,,,
10060,242626,35.64334696,-118.483478,Main Dam Campground,9.17174,0.29,3,1,130,1,0.89,,,
11559,244328,44.600695,-83.765411,Horseshoe Lake Campground,1.48749,0.05,1,1,8,0,0.89,,,
11636,244412,44.553715,-84.147089,Wagner Lake Campground,1.23493,0.04,1,1,10,0,0.89,,,
12184,245061,34.6020806,-93.5883667,Reed Mountain Shooting Range,0.77403,0.02,0,1,9,0,0.89,,,
16388,250018,36.13694444,-81.22611111,Fish Dam Creek Park,7.45584,0.23,3,1,221,2,0.89,,,
1332,232729,34.20277778,-84.67666667,UPPER STAMP CREEK CG,0,0,0,1,45,0,0.88,,,
2179,233582,36.77611111,-80.03694444,PHILPOTT PARK,6.01185,0.19,2,1,86,1,0.88,,,
2479,233884,43.66138889,-124.2055556,SPINREEL,2.33633,0.07,2,1,63,1,0.88,,,
4963,236788,33.321684,-97.644963,Clear Lake: (940) 627-5475,1.72797,0.05,1,1,23,0,0.88,,,
6859,239038,44.4258,-111.3886,Island Park Boating Site,6.72631,0.21,3,1,8,0,0.88,,,
8148,240583,35.20308,-84.32347,Buck Bald,0,0,0,1,8,0,0.88,,,
10811,243476,43.64808,-124.2077,Umpqua Beach #2 Day Use /OHV Staging Area,1.02626,0.03,1,1,16,0,0.88,,,
12906,245904,37.89717,-107.90718,Sheep Corrals Fishing Site,2.80853,0.09,2,1,10,0,0.88,,,
13414,246480,35.20047,-106.483842,Jaral Cabin Trailhead,7.24716,0.23,3,1,74,1,0.88,,,
15201,248796,48.291,-100.634,Denbigh Experimental Forest,0.90714,0.03,1,1,13,0,0.88,,,
16944,250579,43.05586779,-122.3268254,Upper Rogue River - Hamaker Trailhead,2.84504,0.09,2,1,8,0,0.88,,,
17725,251376,43.8668,-122.661,Eugene to Crest Trailhead #1,0,0,0,1,6,0,0.88,,,
367,223816,33.79389,-82.245,PARKSVILLE (SC),1.30972,0.04,1,1,63,1,0.87,,,
1268,232664,33.79388889,-82.245,PARKSVILLE,1.30972,0.04,1,1,63,1,0.87,,,
1811,233211,46.41472222,-86.63305556,COOKSON LAKE DISPERSED CAMPSITE,8.21736,0.26,3,1,80,1,0.87,,,
2388,233793,39.88416667,-110.7752778,AVINTAQUIN CAMPGROUND,5.87497,0.18,2,1,12,0,0.87,,,
2589,233994,57.13277778,-135.3663889,STARRIGAVAN CAMPSITES,0,0,0,1,6,0,0.87,,,
8133,240566,36.332104,-82.057932,Watauga Lake,0,0,0,1,15,0,0.87,,,
9274,241766,34.31340833,-110.8777556,Willow Springs Lake Fishing and Boating Site,1.54386,0.05,1,1,12,0,0.87,,,
9511,242027,46.657844,-121.238172,Andy Creek Trailhead,1.03601,0.03,1,1,26,0,0.87,,,
11376,244105,44.72142316,-122.1603749,Piety Island Campground,0,0,0,1,36,0,0.87,,,
11560,244329,44.599359,-83.765261,Horseshoe Lake Boat Launch,2.15061,0.07,2,1,8,0,0.87,,,
12898,245896,37.929842,-107.897992,Mary E Day Use Area,4.66593,0.15,2,1,14,0,0.87,,,
15562,249164,35.814056,-106.606042,Jemez Falls Group Picnic Site,2.7346,0.09,2,1,10,0,0.87,,,
16367,249997,42.07277778,-72.06277778,WESTVILLE RECREATION AREA,9.34491,0.29,3,1,157,2,0.87,,,
1102,232492,48.75083333,-113.4469444,ST. MARY CAMPGROUND,8.07807,0.25,3,1,13,0,0.86,,,
2329,233734,34.39055556,-117.7233333,LAKE CAMPGROUND,7.01381,0.22,3,1,17,0,0.86,,,
2547,233952,34.20831389,-117.0468333,SHADY COVE GROUP CAMPGROUND,3.19688,0.1,2,1,16,0,0.86,,,
4306,235861,45.1802,-121.6952,Clear Lake Day Use/Picnic Site,2.31935,0.07,2,1,8,0,0.86,,,
6267,238373,41.24485508,-122.0232549,Fowlers Camp Campground,3.32901,0.1,2,1,9,0,0.86,,,
6742,238912,47.78861146,-122.906168,Mt. Walker Viewpoint,0.96237,0.03,1,1,15,0,0.86,,,
6978,239294,48.5047169,-113.9925917,West Glacier River Access Boating Site,5.06245,0.16,2,1,155,2,0.86,,,
10569,243207,33.353043,-86.005697,Shepard Branch Shooting Range,0,0,0,1,8,0,0.86,,,
11917,244729,37.69363632,-103.912924,Iron Spring Interpretive Site,2.53348,0.08,2,1,24,0,0.86,,,
13412,246478,35.203973,-106.488415,La Cueva Trailhead,6.07458,0.19,2,1,74,1,0.86,,,
13516,246793,46.913333,-103.524722,Little Missouri National Grassland,7.40561,0.23,3,1,216,2,0.86,,,
15535,249137,35.8149127,-106.6063152,Jemez Falls Trailhead,2.7346,0.09,2,1,10,0,0.86,,,
16554,250185,30.2171,-82.4235,The Landing,1.77301,0.06,1,1,7,0,0.86,,,
16640,250271,29.19699484,-81.8910686,Redwater Lake,3.7523,0.12,2,1,170,2,0.86,,,
17296,250947,43.7598,-122.494,North Fork Segment 1 Trailhead,3.91264,0.12,2,1,10,0,0.86,,,
23,202029,39.5354,-116.25,Tonkin Spring,2.47514,0.08,2,1,21,0,0.85,,,
471,231861,40.20565,-105.8442528,GREEN RIDGE,6.26211,0.2,2,1,10,0,0.85,,,
1227,232620,33.03777778,-96.44555556,LAVONIA,8.88724,0.28,3,1,186,2,0.85,,,
1909,233309,40.59583333,-73.88583333,CAMP GATEWAY,10.41985,0.33,3,1,173,2,0.85,,,
2657,234064,47.93305556,-118.9390722,SPRING CANYON,8.20356,0.26,3,1,41,0,0.85,,,
2663,234071,47.93305556,-118.9390722,SPRING CANYON GROUP SITE,8.20356,0.26,3,1,41,0,0.85,,,
8347,240802,32.944002,-105.725481,Sleepy Grass Campground,1.98485,0.06,1,1,10,0,0.85,,,
9284,241776,33.6357,-109.3,Horseshoe Cienega/Hannagan Meadow Loop - # 4,1.13141,0.04,1,1,8,0,0.85,,,
10537,243172,42.7579,-102.9902,Spotted Tail Trailhead,0,0,0,1,18,0,0.85,,,
11665,244443,44.441385,-83.676109,Iargo Springs,0.94479,0.03,1,1,8,0,0.85,,,
13413,246479,35.192452,-106.481044,Tramway Trailhead,8.29915,0.26,3,1,155,2,0.85,,,
16199,249809,38.589506,-79.198022,SAW MILL (FT #1035) - NRRD,1.29298,0.04,1,1,9,0,0.85,,,
16642,250273,29.16481,-81.77633,Ancient Island Scrub,1.24196,0.04,1,1,8,0,0.85,,,
1279,232675,36.5387,-85.43995,PLEASANT GROVE RECREATION AREA,1.49904,0.05,1,1,114,1,0.84,,,
1780,233179,57.12972222,-135.3627778,STARRIGAVAN CREEK CABIN,0,0,0,1,6,0,0.84,,,
1842,233242,35.96805556,-111.9463889,HULL CABIN,1.28284,0.04,1,1,16,0,0.84,,,
2271,233676,43.16333333,-72.80972222,WINHALL BROOK,2.66037,0.08,2,1,8,0,0.84,,,
2417,233822,40.87333333,-109.5358333,GREENS LAKE,3.00534,0.09,2,1,10,0,0.84,,,
3258,234668,38.60194444,-109.62,FIERY FURNACE TOUR - ARCHES,7.02235,0.22,3,1,127,1,0.84,,,
9110,241602,33.83784167,-109.0780472,Luna Lake Bike Trailhead,3.29745,0.1,2,1,14,0,0.84,,,
9222,241714,33.18066944,-109.3539111,Cave Creek Trailhead (#10) Trailhead,0.88567,0.03,1,1,15,0,0.84,,,
10123,242719,36.7675,-118.974444,Abbott Creek Camping Area,2.38676,0.07,2,1,9,0,0.84,,,
11328,244051,37.787224,-89.488335,Buttermilk Hill Day Use Area (Boat-in) - (Hike-in),1.7608,0.06,1,1,8,0,0.84,,,
1060,232450,37.74083333,-119.5666667,LOWER PINES,5.67925,0.18,2,1,8,0,0.83,,,
1391,232789,44.41095,-121.7472778,SCOUT LAKE,2.21512,0.07,2,1,11,0,0.83,,,
1451,232849,45.18111111,-121.6963889,CLEAR LAKE (OR),2.31935,0.07,2,1,8,0,0.83,,,
2488,233893,46.50194444,-114.7172222,POWELL CAMPGROUND,0.88845,0.03,1,1,9,0,0.83,,,
2655,234061,48.28638333,-118.1200306,KETTLE FALLS CAMPGROUND,0,0,0,1,10,0,0.83,,,
4164,235657,41.1574324,-105.3764614,Vedauwoo Campground,2.8798,0.09,2,1,14,0,0.83,,,
9549,242077,46.6351,-121.141,Peninsula  Campground,0.63338,0.02,0,1,9,0,0.83,,,
9660,242203,48.06726,-120.02142,Black Canyon Sno-Park,0,0,0,1,9,0,0.83,,,
16265,249878,38.28611,-79.30194,Braley Pond Day Use Area,2.0538,0.06,1,1,40,0,0.83,,,
17588,251239,43.9546,-115.6048,Upper Crooked River Trailhead,1.70493,0.05,1,1,12,0,0.83,,,
171,203175,38.7211,-77.5153,Freedom Museum,11.5358,0.36,3,1,234,2,0.82,,,
1194,232585,37.02513889,-88.19401111,EUREKA,3.95889,0.12,2,1,132,1,0.82,,,
1519,232917,32.59972222,-97.5,BEAR CREEK,6.7692,0.21,3,1,161,2,0.82,,,
1843,233243,30.29972222,-87.41361111,PERDIDO KEY - JOHNSON BEACH,2.9982,0.09,2,1,213,2,0.82,,,
2371,233776,43.9855,-103.4700722,SHERIDAN NORTH COVE GRP CG,0.6898,0.02,0,1,10,0,0.82,,,
2650,234056,38.48527778,-107.24,RED CREEK GROUP SITE,1.48078,0.05,1,1,17,0,0.82,,,
4674,236434,57.1319,-135.3667,Starrigavan Rec Area Wildlife Viewing Site,0,0,0,1,6,0,0.82,,,
6283,238399,40.84289039,-122.3542097,Lower Salt Creek Shoreline Campground,0.12921,0,0,1,10,0,0.82,,,
6716,238881,48.08063448,-124.0789719,Kloshe Nanitch Observation Site/Trailhead,0.24545,0.01,0,1,6,0,0.82,,,
8053,240480,43.9770429,-103.46618,Dakota Point Picnic Area,2.106,0.07,2,1,10,0,0.82,,,
8080,240508,43.9770429,-103.46618,Centennial Trail (#89) Dakota Point Trailhead,2.106,0.07,2,1,10,0,0.82,,,
11164,243877,40.835436,-115.739296,Mountain City Ranger District Office,15.57249,0.49,3,1,237,2,0.82,,,
12237,245116,34.6742583,-94.3289417,Rich Mountain,3.4133,0.11,2,1,8,0,0.82,,,
20,201831,36.53680038,-85.45159912,Dale Hollow National Fish Hatchery,2.47141,0.08,2,1,114,1,0.81,,,
594,231984,44.16222222,-122.1533333,HORSE CREEK GROUP CAMPGROUND,1.02779,0.03,1,1,7,0,0.81,,,
907,232297,35.81694444,-106.6061111,JEMEZ FALLS (NM) PICNIC AREA,3.7206,0.12,2,1,10,0,0.81,,,
2233,233638,27.11027778,-80.285,ST LUCIE SOUTH,9.07084,0.28,3,1,221,2,0.81,,,
3586,235006,41.37971045,-123.4718686,Blue Hole River Access,1.13917,0.04,1,1,6,0,0.81,,,
5193,237030,44.41205,-121.74418,Scout Lake Day Use Area,2.10546,0.07,2,1,11,0,0.81,,,
5200,237038,44.67781,-121.10505,Deschutes NF-Fort Rock Area,8.99595,0.28,3,1,36,0,0.81,,,
7172,239496,44.254236,-71.504688,Sugarloaf Trailhead,2.17915,0.07,2,1,8,0,0.81,,,
8082,240510,43.71635128,-103.5055431,Hazelrodt Picnic Area,1.81631,0.06,1,1,12,0,0.81,,,
9519,242038,46.633163,-121.267549,Clear Lake North Campground,3.07097,0.1,2,1,8,0,0.81,,,
10629,243269,34.333349,-117.839192,Deer Flats Group Campground,2.58541,0.08,2,1,23,0,0.81,,,
11383,244114,44.74759474,-122.1424621,Upper Arm Day Use Area,0.74168,0.02,0,1,7,0,0.81,,,
15224,248822,44.22676668,-103.4022593,Piedmont Motorized Trailhead,5.65582,0.18,2,1,184,2,0.81,,,
17151,250793,44.25442,-124.09319,Cummins Ridge Trail - West Trailhead,1.32576,0.04,1,1,6,0,0.81,,,
812,232202,48.21666667,-116.2830556,SAM OWEN,3.96287,0.12,2,1,156,2,0.8,,,
